"","date","px.close"
"188",2000-09-21,417.678009
"189",2000-09-22,406.915009
"190",2000-09-25,410.89801
"191",2000-09-26,411.854004
"192",2000-09-27,410.131012
"193",2000-09-28,415.52301
"194",2000-09-29,421.335999
"195",2000-10-02,432.239014
"196",2000-10-03,427.710999
"197",2000-10-04,418.829987
"198",2000-10-05,423.895996
"199",2000-10-06,421.996002
"200",2000-10-09,415.364014
"201",2000-10-10,412.915009
"202",2000-10-11,412.329987
"203",2000-10-12,408.424011
"204",2000-10-13,408.200012
"205",2000-10-16,411.75
"206",2000-10-17,417.438995
"207",2000-10-18,416.947998
"208",2000-10-19,422.733002
"209",2000-10-20,420.330994
"210",2000-10-23,417.450989
"211",2000-10-24,418.640991
"212",2000-10-25,NA
"213",2000-10-26,414.160004
"214",2000-10-27,411.842987
"215",2000-10-30,404.11499
"216",2000-10-31,405.346985
"217",2000-11-01,409.362
"218",2000-11-02,407.960999
"219",2000-11-03,409.834015
"220",2000-11-06,415.266998
"221",2000-11-07,421.03299
"222",2000-11-08,426.075989
"223",2000-11-09,421.471985
"224",2000-11-10,426.970001
"225",2000-11-13,423.664001
"226",2000-11-14,425.609985
"227",2000-11-15,418.718994
"228",2000-11-16,416.980988
"229",2000-11-17,421.143005
"230",2000-11-20,426.292999
"231",2000-11-21,425.515991
"232",2000-11-22,431.701996
"233",2000-11-23,433.548004
"234",2000-11-24,434.210999
"235",2000-11-27,431.23999
"236",2000-11-28,426.942993
"237",2000-11-29,425.302002
"238",2000-11-30,429.213989
"239",2000-12-01,427.552002
"240",2000-12-04,429.903992
"241",2000-12-05,431.434998
"242",2000-12-06,433.721985
"243",2000-12-07,435.641998
"244",2000-12-08,431.808014
"245",2000-12-11,421.472992
"246",2000-12-12,415.177002
"247",2000-12-13,420.437988
"248",2000-12-14,419.196014
"249",2000-12-15,423.68399
"250",2000-12-18,418.553009
"251",2000-12-19,418.78299
"252",2000-12-20,414.869995
"253",2000-12-21,415.102997
"254",2000-12-22,416.321014
"255",2000-12-25,NA
"256",2000-12-26,NA
"257",2000-12-27,NA
"258",2000-12-28,NA
"259",2000-12-29,NA
"260",2001-01-01,NA
"261",2001-01-02,410.204987
"262",2001-01-03,405.82901
"263",2001-01-04,409.826996
"264",2001-01-05,418.820007
"265",2001-01-08,415.765991
"266",2001-01-09,415.27301
"267",2001-01-10,417.519012
"268",2001-01-11,410.381012
"269",2001-01-12,407.36499
"270",2001-01-15,411.976013
"271",2001-01-16,415.088989
"272",2001-01-17,414.665009
"273",2001-01-18,416.345001
"274",2001-01-19,411.558014
"275",2001-01-22,417.90799
"276",2001-01-23,415.743011
"277",2001-01-24,416.96701
"278",2001-01-25,417.130005
"279",2001-01-26,416.787994
"280",2001-01-29,413.052002
"281",2001-01-30,416.325012
"282",2001-01-31,425.614014
"283",2001-02-01,430.580994
"284",2001-02-02,451.979004
"285",2001-02-05,458.951996
"286",2001-02-06,450.109985
"287",2001-02-07,444.333008
"288",2001-02-08,440.776001
"289",2001-02-09,427.914001
"290",2001-02-12,424.464996
"291",2001-02-13,426.171997
"292",2001-02-14,423.213989
"293",2001-02-15,440.222992
"294",2001-02-16,432.07901
"295",2001-02-19,435.139008
"296",2001-02-20,433.681
"297",2001-02-21,439.903015
"298",2001-02-22,437.029999
"299",2001-02-23,438.645996
"300",2001-02-26,432.149994
"301",2001-02-27,433.308014
"302",2001-02-28,428.303009
"303",2001-03-01,424.029999
"304",2001-03-02,426.127014
"305",2001-03-05,NA
"306",2001-03-06,431.518005
"307",2001-03-07,430.549988
"308",2001-03-08,428.036011
"309",2001-03-09,414.105988
"310",2001-03-12,396.610992
"311",2001-03-13,385.906006
"312",2001-03-14,389.192993
"313",2001-03-15,386.863007
"314",2001-03-16,380.515015
"315",2001-03-19,367.141998
"316",2001-03-20,360.449005
"317",2001-03-21,369.075012
"318",2001-03-22,363.182007
"319",2001-03-23,371.471985
"320",2001-03-26,NA
"321",2001-03-27,369.303009
"322",2001-03-28,375.179993
"323",2001-03-29,381.77301
"324",2001-03-30,381.049988
"325",2001-04-02,375.032013
"326",2001-04-03,372.653015
"327",2001-04-04,367.40799
"328",2001-04-05,362.467987
"329",2001-04-06,364.342987
"330",2001-04-09,362.276001
"331",2001-04-10,369.196991
"332",2001-04-11,367.156006
"333",2001-04-12,365.983002
"334",2001-04-13,NA
"335",2001-04-16,363.210999
"336",2001-04-17,360.036987
"337",2001-04-18,356.230011
"338",2001-04-19,349.308014
"339",2001-04-20,342.858002
"340",2001-04-23,346.407013
"341",2001-04-24,348.098999
"342",2001-04-25,353.181
"343",2001-04-26,351.335999
"344",2001-04-27,351.562012
"345",2001-04-30,358.231995
"346",2001-05-01,362.227997
"347",2001-05-02,362.721985
"348",2001-05-03,371.938995
"349",2001-05-04,375.558014
"350",2001-05-07,NA
"351",2001-05-08,372.973999
"352",2001-05-09,372.110992
"353",2001-05-10,369.03299
"354",2001-05-11,370.359009
"355",2001-05-14,368.282013
"356",2001-05-15,370.876007
"357",2001-05-16,376.227997
"358",2001-05-17,376.701996
"359",2001-05-18,376.79599
"360",2001-05-21,380.380005
"361",2001-05-22,379.670013
"362",2001-05-23,380.678986
"363",2001-05-24,NA
"364",2001-05-25,390.123993
"365",2001-05-28,392.787994
"366",2001-05-29,406.384003
"367",2001-05-30,408.927002
"368",2001-05-31,405.863007
"369",2001-06-01,396.514008
"370",2001-06-04,NA
"371",2001-06-05,396.459991
"372",2001-06-06,397.60199
"373",2001-06-07,397.963989
"374",2001-06-08,398.811005
"375",2001-06-11,404.479004
"376",2001-06-12,417.049011
"377",2001-06-13,417.083008
"378",2001-06-14,416.737
"379",2001-06-15,417.562012
"380",2001-06-18,421.472992
"381",2001-06-19,424.041992
"382",2001-06-20,432.321014
"383",2001-06-21,435.210999
"384",2001-06-22,437.595001
"385",2001-06-25,435.752014
"386",2001-06-26,438.406006
"387",2001-06-27,436.125
"388",2001-06-28,428.473999
"389",2001-06-29,437.619995
"390",2001-07-02,431.335999
"391",2001-07-03,428.654999
"392",2001-07-04,429.006989
"393",2001-07-05,431.005005
"394",2001-07-06,432.877991
"395",2001-07-09,434.537994
"396",2001-07-10,435.604004
"397",2001-07-11,437.427002
"398",2001-07-12,441.466003
"399",2001-07-13,446.127991
"400",2001-07-16,443.324005
"401",2001-07-17,446.445007
"402",2001-07-18,453.300995
"403",2001-07-19,463.260986
"404",2001-07-20,460.90799
"405",2001-07-23,470.229004
"406",2001-07-24,457.917999
"407",2001-07-25,447.625
"408",2001-07-26,443.694
"409",2001-07-27,447.381012
"410",2001-07-30,449.19101
"411",2001-07-31,444.080994
"412",2001-08-01,443.194
"413",2001-08-02,436.460999
"414",2001-08-03,435.149994
"415",2001-08-06,430.809998
"416",2001-08-07,432.936005
"417",2001-08-08,442.526001
"418",2001-08-09,430.692993
"419",2001-08-10,435.674011
"420",2001-08-13,441.181
"421",2001-08-14,441.897003
"422",2001-08-15,436.406006
"423",2001-08-16,435.319
"424",2001-08-17,NA
"425",2001-08-20,437.868988
"426",2001-08-21,437.196991
"427",2001-08-22,441.977997
"428",2001-08-23,439.690002
"429",2001-08-24,441.218994
"430",2001-08-27,441.307007
"431",2001-08-28,440.940002
"432",2001-08-29,437.841003
"433",2001-08-30,434.317993
"434",2001-08-31,435.552002
"435",2001-09-03,432.772003
"436",2001-09-04,441.162994
"437",2001-09-05,442.231995
"438",2001-09-06,448.690002
"439",2001-09-07,443.806
"440",2001-09-10,443.601013
"441",2001-09-11,445.47699
"442",2001-09-12,429.846985
"443",2001-09-13,432.566986
"444",2001-09-14,425.653015
"445",2001-09-17,407.25
"446",2001-09-18,413.833008
"447",2001-09-19,422.450012
"448",2001-09-20,422.346008
"449",2001-09-21,414.427002
"450",2001-09-24,410.394012
"451",2001-09-25,409.087006
"452",2001-09-26,401.018005
"453",2001-09-27,395.044006
"454",2001-09-28,392.479004
"455",2001-10-01,388.674988
"456",2001-10-02,377.231995
"457",2001-10-03,371.488007
"458",2001-10-04,381.240997
"459",2001-10-05,381.588013
"460",2001-10-08,367.072998
"461",2001-10-09,369.796997
"462",2001-10-10,368.296997
"463",2001-10-11,370.588989
"464",2001-10-12,378.597992
"465",2001-10-15,NA
"466",2001-10-16,378.880005
"467",2001-10-17,381.368988
"468",2001-10-18,385.165009
"469",2001-10-19,387.854004
"470",2001-10-22,391.76001
"471",2001-10-23,391.785004
"472",2001-10-24,385.960999
"473",2001-10-25,390.434998
"474",2001-10-26,387.821991
"475",2001-10-29,384.328003
"476",2001-10-30,378.362
"477",2001-10-31,383.734985
"478",2001-11-01,381.998993
"479",2001-11-02,380.652008
"480",2001-11-05,375.213989
"481",2001-11-06,375.428986
"482",2001-11-07,377.501007
"483",2001-11-08,381.837006
"484",2001-11-09,377.339996
"485",2001-11-12,371.362
"486",2001-11-13,369.247986
"487",2001-11-14,372.789001
"488",2001-11-15,378.377014
"489",2001-11-16,378.670013
"490",2001-11-19,382.786987
"491",2001-11-20,381.838013
"492",2001-11-21,382.093994
"493",2001-11-22,380.834015
"494",2001-11-23,382.70401
"495",2001-11-26,381.428009
"496",2001-11-27,380.976013
"497",2001-11-28,382.901001
"498",2001-11-29,380.192993
"499",2001-11-30,380.308014
"500",2001-12-03,380.799988
"501",2001-12-04,377.557007
"502",2001-12-05,377.941986
"503",2001-12-06,379.355011
"504",2001-12-07,377.210999
"505",2001-12-10,373.863007
"506",2001-12-11,371.246002
"507",2001-12-12,372.852997
"508",2001-12-13,374.690002
"509",2001-12-14,NA
"510",2001-12-17,NA
"511",2001-12-18,NA
"512",2001-12-19,375.074005
"513",2001-12-20,377.828003
"514",2001-12-21,378.251007
"515",2001-12-24,NA
"516",2001-12-25,NA
"517",2001-12-26,377.967987
"518",2001-12-27,379.96701
"519",2001-12-28,392.036011
"520",2001-12-31,NA
"521",2002-01-01,NA
"522",2002-01-02,383.458008
"523",2002-01-03,381.511993
"524",2002-01-04,385.200989
"525",2002-01-07,388.723999
"526",2002-01-08,387.694
"527",2002-01-09,391.497986
"528",2002-01-10,402.069
"529",2002-01-11,411.774994
"530",2002-01-14,415.837006
"531",2002-01-15,421.253998
"532",2002-01-16,423.584991
"533",2002-01-17,425.041992
"534",2002-01-18,426.411011
"535",2002-01-21,426.151001
"536",2002-01-22,428.471985
"537",2002-01-23,433.975006
"538",2002-01-24,445.855988
"539",2002-01-25,452.459015
"540",2002-01-28,441.566986
"541",2002-01-29,446.839996
"542",2002-01-30,444.424011
"543",2002-01-31,451.635986
"544",2002-02-01,454.282013
"545",2002-02-04,451.171997
"546",2002-02-05,450.48999
"547",2002-02-06,446.209991
"548",2002-02-07,433.170013
"549",2002-02-08,436.980011
"550",2002-02-11,438.846985
"551",2002-02-12,NA
"552",2002-02-13,436.789001
"553",2002-02-14,439.402008
"554",2002-02-15,449.381012
"555",2002-02-18,462.348999
"556",2002-02-19,460.695007
"557",2002-02-20,458.458008
"558",2002-02-21,459.386993
"559",2002-02-22,NA
"560",2002-02-25,449.31601
"561",2002-02-26,448.687988
"562",2002-02-27,454.502014
"563",2002-02-28,453.246002
"564",2002-03-01,452.161987
"565",2002-03-04,455.187012
"566",2002-03-05,459.270996
"567",2002-03-06,476.960999
"568",2002-03-07,472.390015
"569",2002-03-08,475.11499
"570",2002-03-11,474.026001
"571",2002-03-12,469.365997
"572",2002-03-13,474
"573",2002-03-14,467.990997
"574",2002-03-15,NA
"575",2002-03-18,469.675995
"576",2002-03-19,471.643005
"577",2002-03-20,477.286011
"578",2002-03-21,480.647003
"579",2002-03-22,484.731995
"580",2002-03-25,479.428009
"581",2002-03-26,481.862
"582",2002-03-27,481.286011
"583",2002-03-28,481.774994
"584",2002-03-29,NA
"585",2002-04-01,486.667999
"586",2002-04-02,489.088989
"587",2002-04-03,488.157013
"588",2002-04-04,502.5
"589",2002-04-05,508.993988
"590",2002-04-08,515.080017
"591",2002-04-09,520.000977
"592",2002-04-10,533.807983
"593",2002-04-11,531.513
"594",2002-04-12,539.27002
"595",2002-04-15,549.838013
"596",2002-04-16,551.606995
"597",2002-04-17,542.273987
"598",2002-04-18,534.838013
"599",2002-04-19,532.781006
"600",2002-04-22,535.684998
"601",2002-04-23,543.060974
"602",2002-04-24,544.262024
"603",2002-04-25,544.586975
"604",2002-04-26,539.963013
"605",2002-04-29,525.859009
"606",2002-04-30,534.062012
"607",2002-05-01,534.719971
"608",2002-05-02,539.700012
"609",2002-05-03,544.083008
"610",2002-05-06,539.807983
"611",2002-05-07,544.885986
"612",2002-05-08,547.741028
"613",2002-05-09,NA
"614",2002-05-10,543.905029
"615",2002-05-13,537.143982
"616",2002-05-14,538.627991
"617",2002-05-15,538.887024
"618",2002-05-16,529.744995
"619",2002-05-17,531.578003
"620",2002-05-20,526.934021
"621",2002-05-21,525.335022
"622",2002-05-22,511.631012
"623",2002-05-23,503.669006
"624",2002-05-24,506.954987
"625",2002-05-27,512.794006
"626",2002-05-28,513.583984
"627",2002-05-29,520.690979
"628",2002-05-30,522.549011
"629",2002-05-31,530.789978
"630",2002-06-03,523.869995
"631",2002-06-04,518.934998
"632",2002-06-05,520.465027
"633",2002-06-06,513.726013
"634",2002-06-07,514.028015
"635",2002-06-10,511.365997
"636",2002-06-11,516.820984
"637",2002-06-12,523.965027
"638",2002-06-13,540.080017
"639",2002-06-14,545.004028
"640",2002-06-17,544.513
"641",2002-06-18,539.815979
"642",2002-06-19,534.52002
"643",2002-06-20,530.002014
"644",2002-06-21,525.862976
"645",2002-06-24,518.810974
"646",2002-06-25,516.958984
"647",2002-06-26,503.5
"648",2002-06-27,506.865997
"649",2002-06-28,505.009003
"650",2002-07-01,492.265991
"651",2002-07-02,483.779999
"652",2002-07-03,478.533997
"653",2002-07-04,488.723999
"654",2002-07-05,492.779999
"655",2002-07-08,484.61499
"656",2002-07-09,480.30899
"657",2002-07-10,477.375
"658",2002-07-11,470.819
"659",2002-07-12,479.613007
"660",2002-07-15,480.902008
"661",2002-07-16,481.766998
"662",2002-07-17,479.377014
"663",2002-07-18,488.220001
"664",2002-07-19,484.850006
"665",2002-07-22,475.273987
"666",2002-07-23,477.080994
"667",2002-07-24,460.028015
"668",2002-07-25,453.154999
"669",2002-07-26,441.875
"670",2002-07-29,455.085999
"671",2002-07-30,462.819
"672",2002-07-31,463.669006
"673",2002-08-01,461.28299
"674",2002-08-02,456.315002
"675",2002-08-05,449.872986
"676",2002-08-06,440.932007
"677",2002-08-07,447.061005
"678",2002-08-08,446.464996
"679",2002-08-09,450.235992
"680",2002-08-12,448.518005
"681",2002-08-13,450.971008
"682",2002-08-14,447.679993
"683",2002-08-15,448.733002
"684",2002-08-16,450.984985
"685",2002-08-19,451.449005
"686",2002-08-20,456.751007
"687",2002-08-21,457.223999
"688",2002-08-22,454.345001
"689",2002-08-23,458.270996
"690",2002-08-26,456.408997
"691",2002-08-27,452.063995
"692",2002-08-28,442.968994
"693",2002-08-29,438.924011
"694",2002-08-30,443.674011
"695",2002-09-02,439.989014
"696",2002-09-03,429.988007
"697",2002-09-04,420.441986
"698",2002-09-05,427.118988
"699",2002-09-06,427.799988
"700",2002-09-09,430.270996
"701",2002-09-10,429.335999
"702",2002-09-11,430.121002
"703",2002-09-12,428.183014
"704",2002-09-13,421.002991
"705",2002-09-16,420.21701
"706",2002-09-17,427.183014
"707",2002-09-18,419.121002
"708",2002-09-19,408.696014
"709",2002-09-20,408.799011
"710",2002-09-23,410.772003
"711",2002-09-24,408.303986
"712",2002-09-25,408.647003
"713",2002-09-26,411.94101
"714",2002-09-27,412.972992
"715",2002-09-30,419.307007
"716",2002-10-01,407.518005
"717",2002-10-02,409.502014
"718",2002-10-03,408.431
"719",2002-10-04,NA
"720",2002-10-07,401.842987
"721",2002-10-08,402.052002
"722",2002-10-09,391.837006
"723",2002-10-10,384.487
"724",2002-10-11,376.466003
"725",2002-10-14,337.475006
"726",2002-10-15,342.20401
"727",2002-10-16,357.377014
"728",2002-10-17,355.105011
"729",2002-10-18,360.904999
"730",2002-10-21,361.868988
"731",2002-10-22,353.813995
"732",2002-10-23,354.851013
"733",2002-10-24,353.187988
"734",2002-10-25,353.653992
"735",2002-10-28,361.679993
"736",2002-10-29,361.919006
"737",2002-10-30,361.118988
"738",2002-10-31,369.044006
"739",2002-11-01,371.135986
"740",2002-11-04,383.871002
"741",2002-11-05,374.914001
"742",2002-11-06,369.403992
"743",2002-11-07,369.376007
"744",2002-11-08,365.70401
"745",2002-11-11,362.572998
"746",2002-11-12,371.09201
"747",2002-11-13,367.10199
"748",2002-11-14,371.251007
"749",2002-11-15,374.149994
"750",2002-11-18,367.880005
"751",2002-11-19,369.109009
"752",2002-11-20,371.592987
"753",2002-11-21,373.226013
"754",2002-11-22,381.454987
"755",2002-11-25,381.890015
"756",2002-11-26,381.946991
"757",2002-11-27,383.042999
"758",2002-11-28,389.975006
"759",2002-11-29,390.424988
"760",2002-12-02,389.269989
"761",2002-12-03,397.738007
"762",2002-12-04,397.083008
"763",2002-12-05,NA
"764",2002-12-06,NA
"765",2002-12-09,NA
"766",2002-12-10,NA
"767",2002-12-11,391.742004
"768",2002-12-12,393.859009
"769",2002-12-13,391.221985
"770",2002-12-16,395.29599
"771",2002-12-17,402.394012
"772",2002-12-18,406.391998
"773",2002-12-19,420.325989
"774",2002-12-20,425.119995
"775",2002-12-23,425.605988
"776",2002-12-24,NA
"777",2002-12-25,NA
"778",2002-12-26,NA
"779",2002-12-27,424.945007
"780",2002-12-30,NA
"781",2002-12-31,NA
"782",2003-01-01,NA
"783",2003-01-02,409.125
"784",2003-01-03,407.511993
"785",2003-01-06,398.247009
"786",2003-01-07,394.519012
"787",2003-01-08,389.414001
"788",2003-01-09,396.028992
"789",2003-01-10,399.665009
"790",2003-01-13,396.227997
"791",2003-01-14,407.177002
"792",2003-01-15,405.597992
"793",2003-01-16,397.109009
"794",2003-01-17,401.648987
"795",2003-01-20,404.423004
"796",2003-01-21,405.164001
"797",2003-01-22,405.700989
"798",2003-01-23,406.769989
"799",2003-01-24,405.342987
"800",2003-01-27,393.558014
"801",2003-01-28,395.209991
"802",2003-01-29,391.529999
"803",2003-01-30,392.292999
"804",2003-01-31,388.442993
"805",2003-02-03,390.214996
"806",2003-02-04,394.147003
"807",2003-02-05,392.312988
"808",2003-02-06,394.454987
"809",2003-02-07,394.631012
"810",2003-02-10,397.217987
"811",2003-02-11,395.55899
"812",2003-02-12,NA
"813",2003-02-13,395.471985
"814",2003-02-14,399.515991
"815",2003-02-17,404.39801
"816",2003-02-18,402.947998
"817",2003-02-19,401.953003
"818",2003-02-20,399.964996
"819",2003-02-21,402.243988
"820",2003-02-24,403.032013
"821",2003-02-25,399.108002
"822",2003-02-26,397.536011
"823",2003-02-27,398.949005
"824",2003-02-28,399.220001
"825",2003-03-03,NA
"826",2003-03-04,395.367004
"827",2003-03-05,391.182007
"828",2003-03-06,393.984985
"829",2003-03-07,389.792999
"830",2003-03-10,382.665009
"831",2003-03-11,379.351013
"832",2003-03-12,387.247009
"833",2003-03-13,383.855988
"834",2003-03-14,387.880005
"835",2003-03-17,382.148987
"836",2003-03-18,384.636993
"837",2003-03-19,385.483002
"838",2003-03-20,394.638
"839",2003-03-21,394.039001
"840",2003-03-24,395.085999
"841",2003-03-25,394.936005
"842",2003-03-26,401.039001
"843",2003-03-27,401.342987
"844",2003-03-28,404.432007
"845",2003-03-31,398.003998
"846",2003-04-01,398.054993
"847",2003-04-02,398.054993
"848",2003-04-03,400.756989
"849",2003-04-04,405.678009
"850",2003-04-07,423.813995
"851",2003-04-08,422.110992
"852",2003-04-09,430.276001
"853",2003-04-10,430.446991
"854",2003-04-11,438.549011
"855",2003-04-14,433.946991
"856",2003-04-15,437.723999
"857",2003-04-16,442.720001
"858",2003-04-17,443.856995
"859",2003-04-18,NA
"860",2003-04-21,447.94101
"861",2003-04-22,442.737
"862",2003-04-23,447.686005
"863",2003-04-24,445.152008
"864",2003-04-25,435.042999
"865",2003-04-28,430.916992
"866",2003-04-29,444.182007
"867",2003-04-30,450.860992
"868",2003-05-01,452.197998
"869",2003-05-02,447.819
"870",2003-05-05,458.957001
"871",2003-05-06,463.612
"872",2003-05-07,473.127991
"873",2003-05-08,471.118011
"874",2003-05-09,469.634003
"875",2003-05-12,473.927002
"876",2003-05-13,473.510986
"877",2003-05-14,467.938995
"878",2003-05-15,NA
"879",2003-05-16,NA
"880",2003-05-19,459.214996
"881",2003-05-20,466.141998
"882",2003-05-21,466.286987
"883",2003-05-22,465.128998
"884",2003-05-23,472.105011
"885",2003-05-26,478.410004
"886",2003-05-27,480.265991
"887",2003-05-28,492.817993
"888",2003-05-29,494.776001
"889",2003-05-30,NA
"890",2003-06-02,505.723999
"891",2003-06-03,502.424988
"892",2003-06-04,504.532013
"893",2003-06-05,511.165985
"894",2003-06-06,510.692993
"895",2003-06-09,519.325012
"896",2003-06-10,519.54303
"897",2003-06-11,515.713013
"898",2003-06-12,501.806
"899",2003-06-13,510.479004
"900",2003-06-16,512.690979
"901",2003-06-17,509.041992
"902",2003-06-18,503.233002
"903",2003-06-19,509.82901
"904",2003-06-20,511.451996
"905",2003-06-23,506.312988
"906",2003-06-24,500.19101
"907",2003-06-25,500.278992
"908",2003-06-26,497.813995
"909",2003-06-27,506.781006
"910",2003-06-30,505.498993
"911",2003-07-01,505.664001
"912",2003-07-02,506.071014
"913",2003-07-03,507.765015
"914",2003-07-04,504.098999
"915",2003-07-07,511.377991
"916",2003-07-08,518.530029
"917",2003-07-09,519.810974
"918",2003-07-10,518.245972
"919",2003-07-11,524.687988
"920",2003-07-14,534.960999
"921",2003-07-15,533.830017
"922",2003-07-16,524.260986
"923",2003-07-17,523.552979
"924",2003-07-18,525.5
"925",2003-07-21,520.913025
"926",2003-07-22,516.778992
"927",2003-07-23,512.620972
"928",2003-07-24,505.044006
"929",2003-07-25,510.083008
"930",2003-07-28,512.794006
"931",2003-07-29,511.471985
"932",2003-07-30,508.221985
"933",2003-07-31,507.984985
"934",2003-08-01,508.703003
"935",2003-08-04,503.941986
"936",2003-08-05,488.528992
"937",2003-08-06,494.436005
"938",2003-08-07,508.269989
"939",2003-08-08,505.359985
"940",2003-08-11,504.841003
"941",2003-08-12,506.416992
"942",2003-08-13,511.225006
